3295,6689
2263,9067
4148,5728
4312,6336
3894,7559
2418,8504
6147,7796
6738,9952
1139,7786
4169,6201
5717,9707
3839,9726
6453,9696
4861,7078
2011,8943
1246,7893
4232,8901
501,6115
3519,7531
3189,9565
1237,6832
5556,9343
939,9083
209,5689
332,8470
7425,8824
5076,8790
324,5909
2614,8698
839,7853
4502,8978
5170,6982
4540,9446
5494,8645
6,8380
2494,7901
6120,8341
5426,9550
2996,8857
773,6635
2687,5669
3390,9727
986,5734
4541,6871
4151,8567
4315,9411
2902,8543
4739,7531
851,9106
3032,8720
4205,5777
4943,5445
3483,5973
4366,9386
4194,8460
3287,7033
3116,9977
326,6303
6913,9744
4348,5343
662,6291
3783,9266
4831,6489
2808,8297
877,9984
5957,9846
4963,9107
2462,5666
4846,5377
2592,9772
416,9218
5890,9896
1602,8844
3435,9798
4429,6548
4795,6463
5099,9225
4720,7425
347,9139
6927,9126
3308,6304
6770,9765
7498,8805
6738,9855
115,8190
5537,7475
2712,8623
5395,8819
5874,7354
984,9044
1633,8722
2876,6571
6111,7723
3194,6778
5954,9795
1295,9495
2376,7282
2462,9381
885,5664
3349,5809
8175,9745
5125,5982
5301,8742
3572,9709
827,6642
3757,8378
2193,8912
2329,9936
5209,8555
5494,8284
2429,9695
7085,8154
2473,5839
4544,6825
6062,6954
4212,9993
2237,9334
6931,9385
2270,9254
5907,9073
4246,8719
6456,8350
4634,6606
5163,8691
5770,6766
1058,5893
1306,6770
335,7757
5520,8369
1622,9049
65,7203
5092,9713
3981,9325
4393,8615
6385,7148
1995,7284
5503,8927
3189,6273
7889,9235
2610,8696
4018,7380
3778,6680
3772,8795
3519,9125
2553,9438
5853,9652
1916,9441
4100,8720
2373,9978
965,9298
3842,7588
5026,5438
3839,5554
5201,6977
3668,6697
3758,9789
2715,6626
2364,7675
4639,9427
5226,6959
3353,6712
4749,7448
2762,5548
5261,9632
0,8389
2781,6596
2183,6035
1703,5874
4622,5044
4092,9997
1918,8293
5953,8208
1253,7323
1260,8268
5518,8349
90,8398
4744,7351
3541,9241
5971,7151
554,8786
1072,5773
4989,9208
4398,5287
3381,7606
310,8852
2222,6128
6154,7201
3926,8142
1790,5817
2442,5709
4110,6201
6659,7724
4416,5683
1902,9960
4465,9469
6285,8567
4487,8127
2667,8899
4123,6275
6062,7828
