9663,7843
8555,5287
9033,3343
7340,4432
8860,1539
9675,8360
9222,4098
8366,3883
5978,4391
8444,6742
8863,6356
9927,5183
8412,1680
7802,5562
9276,5590
6972,6034
7116,2393
8575,9733
7306,6658
6393,6571
9034,1962
9329,200
7187,3387
7243,2968
9930,3104
7909,3121
9858,3429
8500,3702
6249,2477
7261,3618
9976,7717
7600,6326
9532,1905
7691,5267
7851,2478
7148,5283
9150,401
8525,1552
6553,4996
7203,220
8101,3672
5222,5061
8579,6121
7497,4739
7284,7299
7563,1133
9366,574
8409,3729
6186,4363
9385,5492
6334,6405
7013,351
8159,3528
9200,455
9117,5419
7811,8625
9422,5545
9884,9371
9700,2253
7447,3729
9665,7270
6383,6156
5884,3352
7771,8512
9993,3870
6312,2631
8919,7237
9177,3447
9081,4938
9881,9082
8115,5327
6935,6880
5865,4617
6966,7758
7209,1240
9877,5688
9782,6613
9818,9285
7973,9022
6902,1889
6252,3984
6273,3634
8195,1312
8236,7332
9102,666
7107,3137
8945,3587
6919,6106
6621,5906
6498,6226
7198,6061
5528,3607
8159,2687
9348,4678
8424,7092
9507,3466
5187,5030
8656,1820
6779,5846
8761,4838
8461,4186
8818,825
7613,6908
6875,3137
9314,5528
7079,5337
6830,6290
9949,9397
7274,3886
6689,5295
8429,4195
7640,7075
7054,6965
9965,1087
9084,4663
9192,4450
9368,2630
9671,3032
7062,4170
8184,1768
7291,6701
6920,5827
7299,3782
7085,8154
8535,1790
9717,6181
9607,9326
6184,6195
9556,5515
7022,4549
8073,2724
8170,1882
7540,6101
6875,7018
9770,7057
9566,6803
9776,6123
7821,524
8785,9963
9324,1271
5907,5914
9125,4739
9062,5440
8610,7539
6940,4322
9865,1977
9013,487
9218,2751
8281,4333
8019,713
7331,6754
8582,7174
8025,3969
9694,6106
9829,1515
6385,7148
9788,5836
7100,6143
9366,4675
9048,3334
7671,6257
8311,4860
9972,1563
9938,3843
7889,9235
7248,3906
8119,8005
9676,7312
6475,3414
9065,5228
9958,4498
9389,740
8386,1379
7510,2224
9676,8480
8101,6114
6787,1168
8728,7271
7287,2611
9177,7671
9970,4870
7274,7629
9482,5520
8538,1384
7289,6025
8556,4774
9443,1198
6995,2554
8781,5442
7344,7592
8181,3564
9587,3208
8165,735
8249,7877
9179,3278
8233,5008
6492,2605
9503,4809
6490,1587
8062,4384
9679,7130
9173,4489
7870,2472
9546,4738
9690,2557
7935,3291
9692,9964
8950,4687
6914,2014
7181,1173
8008,4496
9747,8245
5769,5801
7341,7620
7602,5380
7395,3989
6207,2588
9905,5968
9624,9613
7093,5686
9246,9007
7931,2461
8197,4930
6347,2341
7579,1056
