4038,1376
1249,4208
935,3810
3689,3204
3990,2763
619,2644
2879,2121
2958,4141
5256,2797
6765,407
5398,3165
265,0
238,1696
812,4566
4234,4859
4783,908
806,4440
883,1390
5639,3202
3933,4344
4155,760
2246,4297
4872,3601
1737,2863
4623,2765
93,2461
1020,365
552,882
4546,2266
5900,2485
2568,2774
935,4412
3068,3252
4445,842
2816,3053
2035,2017
3498,353
454,1066
5,796
459,128
3768,675
162,4259
4328,2316
3861,1314
1939,300
1387,1079
2399,1468
4041,4856
4994,1964
1958,4540
4035,1010
428,4545
846,1009
4175,4360
5931,1833
3804,3612
1259,2538
1043,4243
4496,3071
131,4093
988,393
6016,1874
769,802
2127,837
465,1880
6731,177
3354,4231
805,3942
4031,966
5874,64
2456,2704
89,4755
4458,771
4700,3002
404,2798
328,822
6221,1160
2185,3032
2943,3007
1904,5219
2857,3483
323,2933
982,950
153,5223
1879,3097
5747,404
239,350
146,4262
3963,3837
478,777
3344,3399
6074,1886
378,659
483,309
4538,1023
4511,3084
2083,4852
4090,4207
4278,3710
2430,103
721,9
256,2901
5021,1626
2533,354
1008,3538
6637,502
4946,1014
751,868
1783,1486
4417,3150
2528,2819
6024,1946
6696,477
5926,1157
378,1642
1358,4655
2122,3582
5939,1749
5168,1974
4680,4992
2001,1273
518,883
5973,1908
805,3761
6893,243
2411,1939
2027,2334
5009,1747
4282,3730
4497,2148
6267,1491
1173,2576
4721,297
4022,3579
912,1644
4136,2136
2524,411
4785,1544
1326,4696
3129,3822
5709,1151
1112,2346
5874,2070
488,994
4636,2172
389,3020
484,1107
4758,1676
3956,2598
1243,3875
2676,285
2709,2911
2373,1552
3055,3335
3002,2498
5871,2472
726,1535
6371,1729
1889,2406
5073,1041
1496,4836
2719,2369
782,4548
4659,983
1328,1108
441,386
204,339
2758,3287
4519,304
1351,4356
4770,2352
1926,1721
5790,1151
6098,936
4991,2188
814,2278
3475,920
104,5447
1309,3527
3647,519
1410,3872
1307,1218
1058,2837
2505,2804
137,1041
2147,1591
2547,4925
3777,2387
5389,678
847,4626
3603,142
3550,1066
6067,1662
1077,337
2744,3791
3665,2242
6531,912
2174,4006
2959,2372
3165,2023
2022,1636
5424,2715
456,2896
385,875
2951,147
6287,1113
5843,572
3180,1552
2432,99
1200,2479
4513,1177
6517,1002
4740,2395
189,4929
5047,2099
968,2850
3547,1529
4737,1502
3783,4316
3972,3780
5866,1896
780,871
4186,2
4553,1799
6359,1654
2934,240
3399,3265
4323,3859
954,4470
607,3322
4034,1353
5252,3812
4006,182
3642,3468
1689,3129
5020,3117
1204,2586
5748,790
1542,4754
1939,549
2102,5229
4473,3101
6827,208
4233,2319
5423,169
1000,3222
1478,4075
2464,624
4272,561
2960,3045
95,4829
6314,1543
792,4792
4859,1743
4437,2097
1223,2723
2658,3112
4656,5003
626,470
3120,1524
1682,2054
1900,3136
89,3801
4401,3890
6646,541
2038,24
2103,886
2049,4837
3367,154
2189,5035
917,5288
2221,980
585,4827
1542,4786
3527,2243
409,4492
824,1440
810,4607
5182,2299
2903,1789
2946,203
4071,290
1051,2916
6087,65
5870,500
1168,4682
5085,2316
3736,3583
1800,2675
2487,344
134,3200
3295,3685
2602,307
6459,897
2186,1481
1069,3630
3938,4576
5009,1813
2582,4933
6356,788
3613,3896
615,712
5993,17
2174,1984
1144,3041
1053,4628
1522,1873
1327,3927
766,809
3024,3187
2617,4868
525,2866
5323,3898
4320,3484
3254,3694
1461,3944
2802,1596
1430,2772
7047,157
3042,1504
6152,2140
633,3957
2540,458
6077,2181
4511,850
2172,288
4202,4883
3841,4488
3739,293
5194,1075
1989,2487
4758,837
4466,4592
6088,339
991,3197
2771,316
714,3048
4421,4852
3861,4465
4860,550
455,5214
3897,4547
5273,431
1732,3795
1368,2344
4778,3688
744,4691
1355,3587
1260,3918
5195,2309
6206,1397
3403,2859
4295,723
4,4168
4755,371
747,2221
6140,2236
505,1887
6813,389
2387,166
2115,2961
2029,37
4640,4069
3922,2044
4898,942
2821,586
5807,2735
4407,3939
3131,4669
338,3108
5088,642
991,3570
4649,1048
4104,1970
1266,1114
2076,616
1106,3175
957,2327
529,4646
4683,1499
541,2004
3721,4687
4518,2163
93,1530
4543,2219
3603,3852
3279,3721
1554,4718
3398,4234
5278,2354
4478,784
3580,4325
1375,1053
3598,2224
321,4032
3431,4543
3118,1690
3,2305
4125,1956
5088,2634
1730,2172
176,976
1974,960
1157,2752
3328,3488
2481,1298
449,867
1451,4362
6581,511
1199,3925
5219,294
2416,4450
4559,4726
110,3025
4244,2558
2181,4291
4526,1033
308,2058
481,2653
3259,3715
2566,2757
340,364
656,3983
532,951
2025,566
1767,2829
175,5392
3570,558
716,3950
2020,1457
5462,2361
4038,3970
1711,4000
1183,3982
5187,2674
12,235
1200,4871
3726,2705
4665,1702
444,778
3769,4007
1582,718
2511,2840
4724,1466
2159,927
580,4987
2243,4167
5330,1161
4904,3562
2676,1259
2208,252
1032,2312
1221,2478
208,4346
5298,2313
1979,5202
434,407
3185,3224
3792,872
4560,2360
1937,1451
3837,1483
400,410
2051,663
1883,330
567,2094
2358,775
431,5173
4923,2276
2218,3945
1035,3819
2069,276
492,2703
3121,1382
4716,4470
714,888
5350,1558
2074,4085
1236,1139
1281,1110
6309,212
6587,780
2417,4403
2671,3084
4847,762
5709,1665
267,2915
2164,3643
703,114
3354,689
1218,2462
2562,4918
3286,3708
4216,14
3211,5121
987,4127
896,1626
1327,981
1910,2784
5904,1956
1791,2896
1734,3231
4282,2447
3113,1344
3904,2698
1061,4540
4311,5002
4258,4773
4521,1307
218,4295
5647,910
1642,1113
5693,2399
4693,876
5495,3301
4687,486
1753,2091
1975,1426
2020,3928
4226,4979
6421,839
711,794
4764,2231
370,798
1092,3794
13,1365
5382,2817
258,1412
776,4756
2550,1306
3086,1803
3132,2541
5229,387
1634,1598
4159,2098
530,1921
1459,4016
3332,199
1370,3994
5814,1028
2538,1396
113,1021
1738,2131
3044,2243
5332,2324
5132,3219
855,4107
6178,2149
2346,3127
2273,3084
1165,86
18,1602
2915,199
4896,1801
4502,1261
1302,692
4445,4873
3367,15
5312,3916
6031,48
4595,4093
4108,769
196,3158
5169,1097
934,879
1457,4790
4192,2371
806,1528
969,1922
5086,1178
3908,5000
5236,2732
2331,4493
3780,2665
5863,1986
4602,1790
4541,2727
4485,4752
167,1623
2238,4291
5357,2017
5301,1930
4043,194
82,5175
5962,962
5760,1626
5399,1927
5772,260
1630,5158
2646,3862
3609,1135
4391,4689
5451,3431
1748,4028
3665,2764
1888,380
958,3481
4940,2943
2431,1903
446,137
3234,3335
2012,148
2560,1287
2465,4857
3488,3359
910,2458
3212,980
4281,2273
5784,2411
4582,266
3837,2844
3207,4263
312,1573
1053,3866
4158,2132
2674,3761
4,119
4128,2020
6686,408
2284,947
1945,2434
1253,839
402,4273
1862,2831
4755,889
5246,1017
2562,1619
5479,3369
6721,367
4156,1323
2552,1284
6326,243
4708,358
3068,2600
5679,2684
409,5446
3157,3411
1715,2131
4703,218
450,301
1554,4609
3034,3360
5474,372
349,917
4450,3071
2183,5204
2922,1443
