745.0,9983.0
2185.0,3861.0
4653.0,4244.0
4498.0,8929.0
2246.0,8742.0
7419.0,6789.0
9949.0,7414.0
5755.0,6067.0
5595.0,9055.0
813.0,8594.0
217.0,6268.0
4768.0,3267.0
750.0,475.0
4804.0,5794.0
2105.0,1049.0
590.0,680.0
2668.0,9218.0
1300.0,2616.0
9473.0,8963.0
2555.0,9351.0
7960.0,7839.0
9433.0,7075.0
6565.0,357.0
8993.0,2335.0
8215.0,5384.0
4651.0,1633.0
9189.0,6868.0
5174.0,950.0
816.0,4127.0
3068.0,2677.0
989.0,3913.0
687.0,6684.0
560.0,1538.0
7541.0,5598.0
4377.0,2419.0
8943.0,1750.0
7906.0,8618.0
4404.0,4707.0
8181.0,7160.0
4004.0,3811.0
2180.0,8213.0
2312.0,9762.0
6602.0,1596.0
2427.0,2869.0
542.0,9469.0
7134.0,3357.0
6528.0,1591.0
322.0,840.0
6047.0,7035.0
9351.0,5926.0
2792.0,2893.0
8321.0,6807.0
614.0,6164.0
2890.0,7630.0
3436.0,9758.0
9642.0,3480.0
1226.0,7338.0
6853.0,8880.0
9551.0,4607.0
8965.0,2845.0
183.0,6543.0
4074.0,3751.0
6774.0,1090.0
2289.0,1531.0
2724.0,9850.0
2964.0,3049.0
7990.0,5447.0
490.0,8893.0
7843.0,3397.0
1571.0,6286.0
9336.0,3543.0
1754.0,3320.0
611.0,2449.0
5315.0,4323.0
4057.0,3465.0
597.0,4777.0
6838.0,5632.0
2341.0,6942.0
1296.0,6062.0
3661.0,4091.0
3383.0,2991.0
2925.0,2092.0
9381.0,8305.0
4973.0,1978.0
9936.0,9008.0
1896.0,6080.0
5683.0,6864.0
5878.0,3338.0
597.0,4202.0
5500.0,6465.0
7619.0,1771.0
7332.0,4806.0
6063.0,1446.0
6663.0,1902.0
1857.0,2552.0
4747.0,6083.0
9754.0,5648.0
5105.0,5700.0
1314.0,1724.0
8096.0,8036.0
3689.0,7903.0
1224.0,2355.0
1995.0,3029.0
2457.0,3101.0
2441.0,7773.0
5229.0,8812.0
4261.0,4286.0
6707.0,5970.0
5980.0,9818.0
5440.0,4712.0
5585.0,7253.0
546.0,5087.0
4738.0,3005.0
2220.0,8388.0
4376.0,9376.0
2567.0,7958.0
2704.0,4136.0
6465.0,7860.0
6928.0,4803.0
4537.0,5773.0
6876.0,8932.0
4117.0,8595.0
2081.0,4560.0
9619.0,5361.0
3891.0,6889.0
632.0,2281.0
648.0,8260.0
4703.0,8983.0
7150.0,8555.0
1851.0,3381.0
9190.0,2224.0
9555.0,4956.0
257.0,6356.0
227.0,2722.0
206.0,1418.0
7973.0,4644.0
5100.0,2601.0
7838.0,9872.0
3304.0,5063.0
8656.0,3789.0
5385.0,796.0
150.0,8570.0
4428.0,8314.0
5963.0,8730.0
8945.0,8915.0
6955.0,1965.0
2715.0,4897.0
3273.0,474.0
4657.0,5741.0
9452.0,6916.0
7038.0,8069.0
4140.0,2165.0
2266.0,3920.0
4892.0,9118.0
6822.0,9803.0
8927.0,7934.0
5953.0,5868.0
2756.0,3312.0
4196.0,562.0
7127.0,3655.0
4963.0,1143.0
8891.0,5330.0
7045.0,4568.0
8057.0,2593.0
7105.0,6439.0
6565.0,5234.0
5047.0,7917.0
5130.0,1482.0
3459.0,1816.0
5872.0,3322.0
3253.0,9461.0
1389.0,5007.0
5101.0,9309.0
5448.0,3229.0
281.0,6807.0
6507.0,9231.0
5163.0,2546.0
2931.0,8914.0
703.0,2331.0
7944.0,6944.0
2059.0,8508.0
3112.0,4762.0
3691.0,6591.0
1462.0,468.0
2192.0,5058.0
5233.0,586.0
2481.0,9016.0
8679.0,9907.0
2954.0,390.0
3356.0,5758.0
1750.0,8256.0
1880.0,7363.0
9356.0,3001.0
6279.0,9253.0
2450.0,7080.0
8755.0,109.0
96.0,3354.0
5907.0,4842.0
6187.0,9192.0
2286.0,8256.0
1388.0,832.0
5560.0,3216.0
3711.0,7868.0
3447.0,4882.0
9376.0,2138.0
2136.0,5268.0
4578.0,8777.0
6945.0,9171.0
4446.0,9766.0
8591.0,3324.0
7572.0,1882.0
2674.0,5539.0
3266.0,1674.0
5668.0,9550.0
3938.0,9793.0
8088.0,4274.0
6864.0,5798.0
4334.0,3320.0
8016.0,2471.0
9180.0,1683.0
5575.0,5527.0
2859.0,1782.0
2325.0,649.0
276.0,274.0
4164.0,4795.0
4992.0,390.0
6687.0,2855.0
5327.0,1953.0
2963.0,3892.0
8168.0,2661.0
3451.0,3439.0
5894.0,9775.0
3324.0,9657.0
3200.0,904.0
3382.0,1455.0
3537.0,6226.0
8218.0,6166.0
9405.0,2197.0
9303.0,2811.0
6779.0,8569.0
1304.0,4552.0
1590.0,6350.0
7043.0,550.0
5362.0,4252.0
280.0,3097.0
7869.0,5125.0
5766.0,655.0
6979.0,1875.0
2836.0,1217.0
9737.0,4468.0
2265.0,3256.0
4179.0,5747.0
6039.0,3488.0
8357.0,4007.0
6260.0,1620.0
1646.0,4521.0
2461.0,2329.0
3498.0,577.0
6311.0,3820.0
6532.0,6923.0
8873.0,487.0
4071.0,5033.0
8379.0,4442.0
7065.0,81.0
5829.0,6953.0
1721.0,4099.0
1631.0,6240.0
7095.0,8464.0
8955.0,2439.0
1393.0,1519.0
8544.0,4098.0
6809.0,3940.0
5264.0,3054.0
5348.0,5272.0
8891.0,6201.0
2273.0,9952.0
319.0,3308.0
9553.0,92.0
9661.0,9781.0
9033.0,5327.0
